dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
283996800,1979-01-01 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.81,,6.89,9.81,9.09,10.76,1017,,,82,1.21,69,,,,,,6,800,Clear,sky is clear,01n
284000400,1979-01-01 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.38,,6.99,9.06,8.53,10.3,1017,,,85,1.39,62,,,,,,3,800,Clear,sky is clear,01n
284004000,1979-01-01 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.84,,6.96,8.35,7.86,9.76,1017,,,88,1.48,56,,,,,,5,800,Clear,sky is clear,01n
284007600,1979-01-01 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.41,,9.06,11.8,11.36,13.28,1018,,,80,1.4,50,,,,,,12,801,Clouds,few clouds,02n
284011200,1979-01-01 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.96,,9.78,12.43,11.76,14.09,1018,,,81,1.26,46,,,,,,11,801,Clouds,few clouds,02d
284014800,1979-01-01 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.26,,7.55,13.41,13.27,15.4,1019,,,64,0.75,91,,,,,,15,801,Clouds,few clouds,02d
284018400,1979-01-01 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.79,10000,0.62,13.32,13.86,15.27,1019,,,38,4.1,100,,,,,,0,800,Clear,sky is clear,01d
284022000,1979-01-01 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.01,,6.17,15.02,14.88,17.23,1018,,,52,2.53,122,,,,,,12,801,Clouds,few clouds,02d
284025600,1979-01-01 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.55,,5.81,15.54,15.51,17.7,1017,,,49,2.8,124,,,,,,12,801,Clouds,few clouds,02d
284029200,1979-01-01 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.68,,6.25,19.82,19.8,21.8,1015,,,39,2.6,127,,,,,,36,802,Clouds,scattered clouds,03d
284032800,1979-01-01 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.21,,6.5,22.47,22.29,24.33,1014,,,34,2.56,133,,,,,,48,802,Clouds,scattered clouds,03d
284036400,1979-01-01 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.7,,6.49,22.99,22.68,24.89,1012,,,33,2.77,140,,,,,,48,802,Clouds,scattered clouds,03d
284040000,1979-01-01 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.87,,6.19,23.15,22.83,25.15,1011,,,32,3.25,144,,,,,,47,802,Clouds,scattered clouds,03d
284043600,1979-01-01 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.3,,6.57,22.57,22.38,24.27,1011,,,34,3.75,143,,,,,,48,802,Clouds,scattered clouds,03d
284047200,1979-01-01 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.38,,7.38,21.67,21.52,23.23,1012,,,38,4.76,141,,,,,,1,800,Clear,sky is clear,01d
284050800,1979-01-01 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,17.64,,6.2,16.69,16.94,18.2,1012,,,47,4.22,134,,,,,,22,801,Clouds,few clouds,02d
284054400,1979-01-01 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.92,,6.09,14.93,15.22,16.58,1014,,,52,3.25,118,,,,,,36,802,Clouds,scattered clouds,03n
284058000,1979-01-01 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.26,,6.12,13.26,13.53,14.68,1015,,,58,2,98,,,,,,32,802,Clouds,scattered clouds,03n
284061600,1979-01-01 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.08,,6.43,12.11,12.06,13.7,1016,,,64,2.02,81,,,,,,27,802,Clouds,scattered clouds,03n
284065200,1979-01-01 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.25,,6.31,11.28,11.31,13.1,1017,,,67,2.17,72,,,,,,21,801,Clouds,few clouds,02n
284068800,1979-01-01 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.44,,6.17,10.47,10.58,12.1,1017,,,70,2.09,76,,,,,,16,801,Clouds,few clouds,02n
284072400,1979-01-01 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.01,,6.36,10.07,9.89,11.75,1017,,,73,2.14,90,,,,,,15,801,Clouds,few clouds,02n
284076000,1979-01-01 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.52,,5.51,8.8,8.64,10.15,1017,,,76,1.81,104,,,,,,17,801,Clouds,few clouds,02n
284079600,1979-01-01 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.13,,5.32,8.46,8.42,9.8,1017,,,77,1.69,100,,,,,,25,802,Clouds,scattered clouds,03n
284083200,1979-01-02 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.05,,5.05,8.64,8.44,9.88,1016,,,76,1.43,85,,,,,,20,801,Clouds,few clouds,02n
284086800,1979-01-02 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.08,,5.08,9.08,8.46,9.91,1016,,,76,1.25,76,,,,,,28,802,Clouds,scattered clouds,03n
284090400,1979-01-02 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.11,,5.3,9.11,8.4,9.9,1017,,,77,1.21,72,,,,,,29,802,Clouds,scattered clouds,03n
284094000,1979-01-02 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.36,,8.83,11.71,11.68,13.09,1017,,,79,1.08,72,,,,,,22,801,Clouds,few clouds,02n
284097600,1979-01-02 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.61,,8.46,10.94,10.77,12.39,1018,,,81,1.15,76,,,,,,11,801,Clouds,few clouds,02d
284101200,1979-01-02 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.04,,6.64,13.09,13.12,15.08,1018,,,61,0.9,99,,,,,,3,800,Clear,sky is clear,01d
284104800,1979-01-02 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.39,10000,1.16,13.98,14.83,16.16,1018,,,38,5.1,90,,,,,,20,801,Clouds,few clouds,02d
284108400,1979-01-02 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.73,,4.46,14.59,14.59,16.95,1017,,,47,2.36,127,,,,,,5,800,Clear,sky is clear,01d
284112000,1979-01-02 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.12,,4.51,14.99,15.03,17.32,1016,,,46,2.52,134,,,,,,2,800,Clear,sky is clear,01d
284115600,1979-01-02 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.1,,4.97,19.13,19.54,20.64,1015,,,37,2.35,138,,,,,,1,800,Clear,sky is clear,01d
284119200,1979-01-02 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.59,,5.49,20.72,20.64,22.75,1013,,,35,1.93,145,,,,,,2,800,Clear,sky is clear,01d
284122800,1979-01-02 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.13,,5.12,21.26,21.16,23.43,1012,,,33,2.14,146,,,,,,45,802,Clouds,scattered clouds,03d
284126400,1979-01-02 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.09,,4.19,21.16,21.55,22.71,1011,,,31,2.63,149,,,,,,37,802,Clouds,scattered clouds,03d
284130000,1979-01-02 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.22,,4.3,21.31,21.31,23.39,1011,,,31,3.17,149,,,,,,54,803,Clouds,broken clouds,04d
284133600,1979-01-02 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.2,,5.15,20.29,20.31,22.05,1011,,,35,4.35,142,,,,,,26,802,Clouds,scattered clouds,03d
284137200,1979-01-02 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.05,,4.26,16.95,17.16,18.91,1012,,,40,4.4,134,,,,,,25,802,Clouds,scattered clouds,03d
284140800,1979-01-02 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.01,,4.09,14.84,15.3,16.52,1014,,,45,3.71,118,,,,,,33,802,Clouds,scattered clouds,03n
284144400,1979-01-02 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.72,,3.83,13.5,14.11,15.19,1015,,,48,2.19,97,,,,,,26,802,Clouds,scattered clouds,03n
284148000,1979-01-02 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.44,,4.33,12.25,12.41,14.04,1016,,,54,1.99,87,,,,,,8,800,Clear,sky is clear,01n
284151600,1979-01-02 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.48,,4.45,11.3,11.49,13.16,1016,,,58,2.11,82,,,,,,27,802,Clouds,scattered clouds,03n
284155200,1979-01-02 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.64,,4.61,10.48,10.6,12.34,1017,,,62,2.1,92,,,,,,21,801,Clouds,few clouds,02n
284158800,1979-01-02 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.11,,4.57,9.95,10.04,11.83,1017,,,64,2.19,99,,,,,,19,801,Clouds,few clouds,02n
284162400,1979-01-02 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.61,,4.53,9.45,9.59,11.31,1017,,,66,1.88,102,,,,,,34,802,Clouds,scattered clouds,03n
284166000,1979-01-02 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.28,,4.85,9.17,9.22,10.98,1017,,,69,1.77,99,,,,,,30,802,Clouds,scattered clouds,03n
284169600,1979-01-03 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,7.65,,2.33,6.88,6.76,8.28,1017,,,69,1.58,93,,,,,,38,802,Clouds,scattered clouds,03n
284173200,1979-01-03 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,7.33,,2.03,6.52,6.68,7.94,1017,,,69,1.57,99,,,,,,15,801,Clouds,few clouds,02n
284176800,1979-01-03 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,6.85,,2.16,5.86,6.39,7.52,1017,,,72,1.67,103,,,,,,3,800,Clear,sky is clear,01n
284180400,1979-01-03 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.25,,3.7,7.47,7.74,8.93,1018,,,73,1.67,99,,,,,,1,800,Clear,sky is clear,01n
284184000,1979-01-03 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.08,,4.11,7.26,7.39,8.78,1019,,,76,1.68,88,,,,,,2,800,Clear,sky is clear,01d
284187600,1979-01-03 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.06,,5.24,10.97,11.25,12.97,1019,,,63,1.25,106,,,,,,2,800,Clear,sky is clear,01d
284191200,1979-01-03 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.5,,5.84,13.47,13.52,15.5,1019,,,56,2.52,115,,,,,,2,800,Clear,sky is clear,01d
284194800,1979-01-03 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.58,,5.77,14.55,14.59,16.61,1018,,,52,3.61,122,,,,,,1,800,Clear,sky is clear,01d
284198400,1979-01-03 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.97,,5.57,14.93,15.05,16.99,1017,,,50,3.79,128,,,,,,1,800,Clear,sky is clear,01d
284202000,1979-01-03 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.02,,6.38,19.15,19.11,21.1,1015,,,41,3.39,129,,,,,,34,802,Clouds,scattered clouds,03d
284205600,1979-01-03 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.29,,7.8,22.64,22.43,24.21,1014,,,37,2.73,135,,,,,,57,803,Clouds,broken clouds,04d
284209200,1979-01-03 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.87,,7.5,23.23,22.88,24.81,1013,,,35,2.64,143,,,,,,65,803,Clouds,broken clouds,04d
284212800,1979-01-03 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.81,,7.44,23.16,22.71,24.86,1012,,,35,2.67,150,,,,,,76,803,Clouds,broken clouds,04d
284216400,1979-01-03 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.82,,7.03,23.15,22.82,24.7,1012,,,34,2.99,155,,,,,,67,803,Clouds,broken clouds,04d
284220000,1979-01-03 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,23.36,,7.05,22.67,22.52,24.01,1012,,,35,3.91,153,,,,,,1,800,Clear,sky is clear,01d
284223600,1979-01-03 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.28,,5.16,17.26,17.47,18.89,1013,,,42,4.04,140,,,,,,5,800,Clear,sky is clear,01d
284227200,1979-01-03 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.57,,5.53,15.54,15.67,17.19,1014,,,48,3.36,120,,,,,,20,801,Clouds,few clouds,02n
284230800,1979-01-03 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.46,,6.21,14.47,14.38,16.14,1016,,,54,2.47,99,,,,,,31,802,Clouds,scattered clouds,03n
284234400,1979-01-03 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.12,,6.48,13.15,13.04,14.8,1017,,,60,1.95,85,,,,,,33,802,Clouds,scattered clouds,03n
284238000,1979-01-03 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.07,,6.65,12.13,11.93,13.84,1017,,,65,2.23,88,,,,,,22,801,Clouds,few clouds,02n
284241600,1979-01-03 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.43,,6.48,11.48,11.47,13.24,1017,,,67,1.95,99,,,,,,24,801,Clouds,few clouds,02n
284245200,1979-01-03 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.24,,6.38,10.3,10.22,12.14,1017,,,72,2.18,100,,,,,,15,801,Clouds,few clouds,02n
284248800,1979-01-03 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.17,,5.55,9.15,9.01,11.04,1018,,,73,2.04,105,,,,,,36,802,Clouds,scattered clouds,03n
284252400,1979-01-03 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.96,,5.55,9.31,8.86,10.92,1017,,,74,1.81,103,,,,,,20,801,Clouds,few clouds,02n
284256000,1979-01-04 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.31,,4.52,7.65,7.51,9.13,1018,,,77,1.56,100,,,,,,41,802,Clouds,scattered clouds,03n
284259600,1979-01-04 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.36,,4.57,7.89,7.76,9.2,1018,,,77,1.4,84,,,,,,47,802,Clouds,scattered clouds,03n
284263200,1979-01-04 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.3,,4.7,8.3,7.75,9.26,1018,,,78,1.33,76,,,,,,46,802,Clouds,scattered clouds,03n
284266800,1979-01-04 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.09,,7.51,9.35,9.41,10.96,1019,,,84,1.43,69,,,,,,80,803,Clouds,broken clouds,04n
284270400,1979-01-04 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.95,,7.72,9.62,9.06,10.85,1019,,,86,1.47,66,,,,,,90,804,Clouds,overcast clouds,04d
284274000,1979-01-04 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.04,,6.53,11.1,11.07,13.09,1020,,,69,1.24,90,,,,,,89,804,Clouds,overcast clouds,04d
284277600,1979-01-04 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.95,10000,3.75,13.73,13.75,15.92,1019,,,47,7.7,100,,,,,,90,804,Clouds,overcast clouds,04d
284281200,1979-01-04 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.7,,7.47,14.84,14.65,16.79,1019,,,58,3.82,118,,,,,,82,803,Clouds,broken clouds,04d
284284800,1979-01-04 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.28,,6.7,15.35,15.27,17.33,1017,,,53,3.91,122,,,,,,90,804,Clouds,overcast clouds,04d
284288400,1979-01-04 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.53,,6.48,19.68,19.57,21.6,1016,,,40,3.36,122,,,,,,92,804,Clouds,overcast clouds,04d
284292000,1979-01-04 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.73,,6.42,20.92,20.82,22.75,1015,,,37,3.22,129,,,,,,84,803,Clouds,broken clouds,04d
284295600,1979-01-04 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.44,,6.24,21.65,21.54,23.44,1013,,,35,3.51,134,,,,,,77,803,Clouds,broken clouds,04d
284299200,1979-01-04 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.15,,6.39,21.36,21.31,23,1012,,,36,3.84,136,,,,,,55,803,Clouds,broken clouds,04d
284302800,1979-01-04 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.5,,6.21,20.67,20.75,22.29,1012,,,37,4.01,136,,,,,,58,803,Clouds,broken clouds,04d
284306400,1979-01-04 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.6,,6.18,19.73,19.87,21.2,1013,,,39,4.43,135,,,,,,24,801,Clouds,few clouds,02d
284310000,1979-01-04 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.28,,5.83,17.31,17.54,18.83,1013,,,44,3.95,131,,,,,,27,802,Clouds,scattered clouds,03d
284313600,1979-01-04 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.68,,5.93,15.68,15.88,17.29,1014,,,49,2.94,116,,,,,,6,800,Clear,sky is clear,01n
284317200,1979-01-04 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.38,,6.4,14.41,14.55,16.06,1016,,,55,1.97,96,,,,,,17,801,Clouds,few clouds,02n
284320800,1979-01-04 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.14,,6.74,13.2,13.12,14.8,1016,,,61,1.9,80,,,,,,41,802,Clouds,scattered clouds,03n
284324400,1979-01-04 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.18,,6.75,12.25,12.21,13.95,1017,,,65,2.17,77,,,,,,29,802,Clouds,scattered clouds,03n
284328000,1979-01-04 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.49,,6.75,11.57,11.53,13.35,1017,,,68,2.18,95,,,,,,18,801,Clouds,few clouds,02n
284331600,1979-01-04 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.31,,6.79,11.4,11.3,13.22,1017,,,69,2.15,105,,,,,,22,801,Clouds,few clouds,02n
284335200,1979-01-04 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.54,,5.91,9.56,9.72,11.47,1018,,,73,2.18,109,,,,,,23,801,Clouds,few clouds,02n
284338800,1979-01-04 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.95,,6.5,10.03,9.85,12.17,1018,,,74,1.78,102,,,,,,36,802,Clouds,scattered clouds,03n
284342400,1979-01-05 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.18,,5.36,8.46,7.99,10.4,1018,,,77,1.75,100,,,,,,31,802,Clouds,scattered clouds,03n
284346000,1979-01-05 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.32,,5.69,8.87,7.96,10.78,1018,,,78,1.5,107,,,,,,58,803,Clouds,broken clouds,04n
284349600,1979-01-05 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.07,,5.81,8.59,7.7,10.52,1019,,,80,1.5,100,,,,,,90,804,Clouds,overcast clouds,04n
284353200,1979-01-05 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.51,,5.79,7.92,7.26,9.99,1020,,,83,1.53,90,,,,,,71,803,Clouds,broken clouds,04n
284356800,1979-01-05 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,8.55,,6,8.55,7.21,9.98,1020,,,84,1.3,82,,,,,,43,802,Clouds,scattered clouds,03d
284360400,1979-01-05 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.02,,5.58,8.4,8,10.08,1021,,,79,1.62,99,,,,,,22,801,Clouds,few clouds,02d
284364000,1979-01-05 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.35,,8.31,13.59,13.28,15.42,1020,,,67,3.35,110,,,,,,20,801,Clouds,few clouds,02d
284367600,1979-01-05 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.2,,7.68,15.36,15.13,17.26,1020,,,57,4.37,118,,,,,,15,801,Clouds,few clouds,02d
284371200,1979-01-05 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,17.55,,7.02,16.67,16.66,18.59,1019,,,50,4.54,126,,,,,,20,801,Clouds,few clouds,02d
284374800,1979-01-05 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.48,,6.92,18.63,18.58,20.46,1017,,,44,3.98,133,,,,,,44,802,Clouds,scattered clouds,03d
284378400,1979-01-05 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.32,,7.71,21.63,21.45,23.24,1016,,,39,3.41,130,,,,,,96,804,Clouds,overcast clouds,04d
284382000,1979-01-05 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.9,,7.71,21.19,20.98,22.69,1015,,,40,3.36,134,,,,,,91,804,Clouds,overcast clouds,04d
284385600,1979-01-05 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.93,,7.73,21.22,20.91,22.84,1014,,,40,3.36,136,,,,,,87,804,Clouds,overcast clouds,04d
284389200,1979-01-05 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.99,,7.79,21.29,20.95,23.07,1014,,,40,3.34,134,,,,,,54,803,Clouds,broken clouds,04d
284392800,1979-01-05 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.14,,7.17,21.4,21.38,22.89,1014,,,38,3.63,132,,,,,,17,801,Clouds,few clouds,02d
284396400,1979-01-05 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,17.92,,4.84,16.86,17.18,18.72,1014,,,42,3.53,125,,,,,,15,801,Clouds,few clouds,02d
284400000,1979-01-05 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.18,,5.47,15.13,15.39,16.93,1016,,,49,2.93,116,,,,,,18,801,Clouds,few clouds,02n
284403600,1979-01-05 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15,,6.04,13.99,14.3,15.63,1017,,,55,2.14,103,,,,,,25,802,Clouds,scattered clouds,03n
284407200,1979-01-05 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.1,,6.94,13.18,13.14,14.83,1018,,,62,1.8,96,,,,,,22,801,Clouds,few clouds,02n
284410800,1979-01-05 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.94,,7.4,12.09,11.85,13.76,1019,,,69,1.82,98,,,,,,34,802,Clouds,scattered clouds,03n
284414400,1979-01-05 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.4,,7.9,11.63,11.2,13.46,1019,,,74,1.73,104,,,,,,42,802,Clouds,scattered clouds,03n
284418000,1979-01-05 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.75,,8.23,11.04,10.53,12.75,1019,,,79,1.69,104,,,,,,32,802,Clouds,scattered clouds,03n
284421600,1979-01-05 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.21,,8.61,10.58,9.79,12.38,1019,,,84,1.49,110,,,,,,34,802,Clouds,scattered clouds,03n
284425200,1979-01-05 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.64,,8.74,10.06,9.32,11.78,1019,,,88,1.5,89,,,,,,71,803,Clouds,broken clouds,04n
284428800,1979-01-06 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.9,,8.66,9.64,8.6,11,1019,,,92,1.4,79,,,,,,87,804,Clouds,overcast clouds,04n
284432400,1979-01-06 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.58,,8.51,9.58,8.32,10.74,1019,,,93,1.01,75,,,,,,87,804,Clouds,overcast clouds,04n
284436000,1979-01-06 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.76,,8.68,9.76,8.65,10.84,1020,,,93,0.9,64,,,,,,88,804,Clouds,overcast clouds,04n
284439600,1979-01-06 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.62,,9.36,11.08,10.4,12.83,1020,,,86,1.03,62,,,,,,91,804,Clouds,overcast clouds,04n
